SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-2,1/4 Meg SurfaceCleaner Nozzle 2.0 GPM 0 Degree 00020,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3137,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
31415,"1"" Check Valve with Hasteloy Spring 1# breaking Pressure","1"" Check Valve with Hasteloy Spring Poly Check Valve 31415",MPWSR,MPWSR,31415,24.99,29.99,16.7%,20.0%,29.99,16.7%,20.0%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-P40-MAINTENANCE-REBUILD-KIT-5026,P40 Maintenance Rebuild Kit 5026.0419 #105,Maintenance Kit For Comet P-40 5026.0419.00 #105,MPWSR,MPWSR,3152,179.99,219.99,18.2%,22.2%,219.99,18.2%,22.2%,21.0%,16.00,100-249.99,"bundle, commodity_part",ending_5_minus_.01,100-249.99 + bundle + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-COMET-P40-HEAD-CAP-0460-0070-70,Comet P40 Head Cap 0460.0070 #70,Comet P40 Head Cap 0460.0070 #70,MPWSR,MPWSR,3153,36.90,41.00,10.0%,11.1%,49.99,26.2%,35.5%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-P40-REGULATOR-KIT-COMPLETE-1204,P40 Regulator Kit Complete 1204.0712 #102,P40 Regulator Kit Complete 1204.0712 #102,MPWSR,MPWSR,3160,175.99,209.99,16.2%,19.3%,209.99,16.2%,19.3%,24.0%,16.00,100-249.99,bundle,ending_5_minus_.01,100-249.99 + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-3,1/4 Meg SurfaceCleaner Nozzle 2.5 GPM 0 Degree 00025,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3161,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
3162,P40 O-Ring for Suction Flange 1210.0149 #74,P40 Suction Flange O-Ring (Small) Ø2.62x58.42 1210.0149 #74,MPWSR,MPWSR,3162,4.54,5.00,9.2%,10.1%,6.99,35.1%,54.0%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
3162-12,Counter sunk plug 3/4,Counter sunk plug 3/4,MPWSR,MPWSR,3162-12,3.09,4.40,29.8%,42.4%,4.40,29.8%,42.4%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
31620-ZG5-033,(Rectifier) 20A,20amp Rectifier Honda,MPWSR,MPWSR,31620-ZG5-033,106.43,133.00,20.0%,25.0%,133.00,20.0%,25.0%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99.,,,,,,,,,,,
MPWSR-PUMP-MANIFOLD-FOR-P40-TOP-AND-RI,Pump Manifold for P40 Top and Right Side 3218.0563 (#69),Pump Manifold for Comet P-40 Top & Right Side 3218.0563 #69,MPWSR,MPWSR,3164,89.90,111.11,19.1%,23.6%,111.11,19.1%,23.6%,20.0%,10.00,50-99.99,equipment,ending_.99,50-99.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-P40-O-RING-FOR-SUCTION-FLANGE-BI,P40 O-Ring for Suction Flange (Big) 1210.0565 #75,P40 Suction Flange O-Ring (Big) Ø2.62x58.42 1210.0565 #75,MPWSR,MPWSR,3169,17.48,19.40,9.9%,11.0%,23.99,27.1%,37.2%,24.0%,4.50,10-19.99,commodity_part,ending_.99,10-19.99 + commodity_part,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 10-19.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-P40-MANIFOLD-O-RING-12-NEEDED-12,P40 Manifold O-Ring (12 needed) 1210.0507 #76,Collector Manifold O-Ring For Comet P-40 1210.0507 #76,MPWSR,MPWSR,3172,5.50,6.90,20.3%,25.5%,6.90,20.3%,25.5%,27.0%,3.00,5-9.99,"bundle, commodity_part",ending_.99,5-9.99 + bundle + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
31750-735-013,GX630 5amp rectifier,GX630 5amp rectifier,MPWSR,MPWSR,31750-735-013,26.99,35.99,25.0%,33.3%,35.99,25.0%,33.3%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
31750-Z2E-803,Rectifier for GX690,Rectifier for GX690,MPWSR,MPWSR,31750-Z2E-803,129.52,166.72,22.3%,28.7%,166.72,22.3%,28.7%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99.,,,,,,,,,,,
31750-Z6L-004,Rectifier Assembly (30A),Rectifier Assembly (30A),MPWSR,MPWSR,31750-Z6L-004,165.98,231.38,28.3%,39.4%,231.38,28.3%,39.4%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99.,,,,,,,,,,,
MPWSR-COMET-P40-COLLECTOR-KIT-0415-008,Comet P40 Collector KIT - 0415.0084 & 1009.0445,Collector Kit for Comet P-40 0415.0084 & 1009.0445 (#24 / #27),MPWSR,MPWSR,3176,76.62,95.75,20.0%,25.0%,95.75,20.0%,25.0%,23.0%,10.00,50-99.99,"bundle, commodity_part",ending_.99,50-99.99 + bundle + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Bundle or bulk packaging gets a modest premium. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-P40-VAM-PLUG-3202-0470-00-59,P40 Vam Plug 3202.0470.00 #59,Vam Plug For Comet P-40 3202.0470 #59,MPWSR,MPWSR,3179,21.52,25.30,14.9%,17.6%,25.30,14.9%,17.6%,22.0%,7.00,20-49.99,commodity_part,ending_.99,20-49.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-PUMP-MANIFOLD-P40-LEFT-SIDE-3218,Pump Manifold P40 Left Side 3218.0564 #69,Pump Manifold Left Side For Comet P-40 3218.0564 #69,MPWSR,MPWSR,3180,89.90,111.11,19.1%,23.6%,111.11,19.1%,23.6%,20.0%,10.00,50-99.99,equipment,ending_.99,50-99.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
31802,Beckett Burner Gasket 31802,Beckett Burner Gasket 31802,MPWSR,MPWSR,31802,2.99,6.99,57.2%,133.8%,6.99,57.2%,133.8%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99.,,,,,,,,,,,
32.552,"1/4"" inline mosmatic swivel","1/4"" inline mosmatic swivel",MPWSR,MPWSR,32.552,31.50,39.40,20.1%,25.1%,39.40,20.1%,25.1%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
32.564,32.564 MOSMATIC DGV LIVE SWIVEL 3/8M x 3/8f,Mosmatic High Pressure Swivel 3/8M x 3/8F,MPWSR,MPWSR,32.564,37.10,47.00,21.1%,26.7%,47.00,21.1%,26.7%,28.0%,7.00,20-49.99,"chemical, equipment",ending_.99,20-49.99 + chemical + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
32.564B,32.564B MOSMATIC DGV LIVE SWIVEL 3/8M x 3/8f (25ct Box),"Mosmatic 3/8"" High Pressure Live Swivel (25ct Box)",MPWSR,MPWSR,32.564B,879.99,1079.99,18.5%,22.7%,1079.99,18.5%,22.7%,17.0%,60.00,500-999.99,,ending_10_minus_1,500-999.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 500-999.99.,,,,,,,,,,,
32.852,Mosmatic 3/8 High pressure high flow swivel,"3/8"" High Flow Mosmatic Swivel 32.852",MPWSR,MPWSR,32.852,47.59,59.89,20.5%,25.8%,59.89,20.5%,25.8%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
32.852B,32.852B Mosmatic 3/8 High pressure high flow swivel (25ct Box),32.852B Mosmatic 3/8 High pressure high flow swivel (25ct Box),MPWSR,MPWSR,32.852B,1099.99,1329.99,17.3%,20.9%,1329.99,17.3%,20.9%,14.0%,125.00,1000+,,ending_50_minus_1,1000+,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 1000+.,,,,,,,,,,,
32.864,"Mosmatic 1/2"" swivel DGV-09 1/2""NPT-M 1/2""NPT-F","Mosmatic 1/2"" swivel DGV-09 1/2""NPT-M 1/2""NPT-F",MPWSR,MPWSR,32.864,48.99,61.50,20.3%,25.5%,61.50,20.3%,25.5%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
32.864B,"Mosmatic 1/2"" swivel DGV-09 1/2""NPT-M 1/2""NPT-F BOX OF 25","Mosmatic 1/2"" swivel DGV-09 1/2""NPT-M 1/2""NPT-F BOX OF 25",MPWSR,MPWSR,32.864B,1149.99,1449.99,20.7%,26.1%,1449.99,20.7%,26.1%,14.0%,125.00,1000+,,ending_50_minus_1,1000+,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 1000+.,,,,,,,,,,,
8/6/3200,"Adapter 1/2"" F x 3/8"" M brass","Adapter 1/2"" F x 3/8"" M brass",MPWSR,MPWSR,8/6/3200,5.66,8.15,30.6%,44.0%,8.15,30.6%,44.0%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
12/8/3200,3/4 FPT x 1/2 MPT Adapter,3/4 FPT x 1/2 MPT Adapter,MPWSR,MPWSR,12/8/3200,8.02,11.49,30.2%,43.3%,11.49,30.2%,43.3%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32013,3/8 Barb x 3/8 Thread,3/8 Hose Barb x 3/8MPT - Brass,MPWSR,MPWSR,32013,2.21,3.99,44.6%,80.5%,3.99,44.6%,80.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32014,"3/8"" barb x 1/2"" mpt 32014",3/8 Barb x 1/2MPT Brass Fitting,MPWSR,MPWSR,32014,2.39,3.40,29.7%,42.3%,3.40,29.7%,42.3%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32016,3/8 mpt x 1/2 Hose Barb [SKU 32016],1/2 Hose Barb x 3/8 MPT - Brass,MPWSR,MPWSR,32016,2.20,3.10,29.0%,40.9%,3.10,29.0%,40.9%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
HB038-050,"3/8 Mpt x 1/2"" Hose Barb [SKU HB038-050]","3/8 Mpt x 1/2"" Hose Barb [SKU HB038-050]",MPWSR,MPWSR,HB038-050,1.29,1.80,28.3%,39.5%,1.80,28.3%,39.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32017,1/2 mpt x 1/2 Hose Barb 1171,Brass Hose Barb 1/2 x 1/2MPT Fitting *16,MPWSR,MPWSR,32017,2.94,4.50,34.7%,53.1%,4.50,34.7%,53.1%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32020,5/8 Barb x 1/2 MNPT Brass Barb,"5/8"" Barb x 1/2"" MNPT Brass Barb",MPWSR,MPWSR,32020,3.36,4.20,20.0%,25.0%,4.20,20.0%,25.0%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32022L,"3/4"" Brass Hose Barb x 1/2"" MPT","3/4"" Brass Hose Barb x 1/2"" MPT",MPWSR,MPWSR,32022L,4.25,6.99,39.2%,64.5%,6.99,39.2%,64.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32024,BRASS HOSE BARB 1'' HOSE x 3/4'' MPT,Brass Hose Barb 1'' Barb X 3/4'' MPT 32024,MPWSR,MPWSR,32024,6.16,10.49,41.3%,70.3%,10.49,41.3%,70.3%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99.,,,,,,,,,,,
3204,"3/3V280JA 2.8"" OD 3 Groove Sheave","3/3V280JA 2.8"" OD 3 Groove Sheave",MPWSR,MPWSR,3204,16.77,21.00,20.1%,25.2%,21.00,20.1%,25.2%,27.0%,4.50,10-19.99,,ending_.99,10-19.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99.,,,,,,,,,,,
32105-Z6L-000,Wiring Harness,Wiring Harness,MPWSR,MPWSR,32105-Z6L-000,25.65,31.60,18.8%,23.2%,31.60,18.8%,23.2%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
32105-Z6L-800,Harness Sub Wire Assembly,Harness Sub Wire Assembly,MPWSR,MPWSR,32105-Z6L-800,48.82,61.02,20.0%,25.0%,61.02,20.0%,25.0%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
32110-Z5K-000,Wire Harness; Engine GX 390,Wire Harness; Engine GX 390,MPWSR,MPWSR,32110-Z5K-000,9.32,11.70,20.3%,25.5%,11.70,20.3%,25.5%,24.0%,3.00,5-9.99,equipment,ending_.99,5-9.99 + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Larger equipment uses a thinner margin target.,,,,,,,,,,,
32110-ZDX-800,IGX 800 Internal wire harness,IGX 800 Internal wire harness,MPWSR,MPWSR,32110-ZDX-800,124.67,152.60,18.3%,22.4%,152.60,18.3%,22.4%,22.0%,16.00,100-249.99,,ending_5_minus_.01,100-249.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 100-249.99.,,,,,,,,,,,
32110-ZE2-W00,Sub-Wire Harness,Sub-Wire Harness,MPWSR,MPWSR,32110-ZE2-W00,24.88,31.10,20.0%,25.0%,31.10,20.0%,25.0%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-1-4-BARB-X-3-8-THREAD-PUSHLOCK,1/4 Barb x 3/8 Thread PushLock,PUSH ON HOSE BARB 1/4 HOSE X 3/8 MPT *20 3215,MPWSR,MPWSR,3215,2.94,4.20,30.0%,42.9%,4.20,30.0%,42.9%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
MPWSR-PUSH-LOCK-3-8-MPT-X-1-2-BARB-302,Push lock 3/8'' mpt x 1/2'' barb 30206,PUSH ON HOSE BARB 1/2 HOSE X 3/8 MPT,MPWSR,MPWSR,3220,2.94,5.25,44.0%,78.6%,5.25,44.0%,78.6%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
8/6/3220,"Hex Bushing 1/2"" MPT by 3/8 FPT BRASS","Hex Bushing 1/2"" MPT by 3/8 FPT BRASS",MPWSR,MPWSR,8/6/3220,2.21,3.20,30.9%,44.8%,3.20,30.9%,44.8%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-PUSH-ON-SPLICE,1/4 Push on Splice,1/4 x 1/4 Hose Barb Splicer Brass Fitting,MPWSR,MPWSR,3225,1.90,3.05,37.7%,60.5%,3.05,37.7%,60.5%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32295,"1/4"" Black Uniseal® Pipe-to-Tank Seal","1/4"" Black Uniseal® Pipe-to-Tank Seal",MPWSR,MPWSR,32295,0.99,1.49,33.6%,50.5%,1.49,33.6%,50.5%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32296,"3/8"" Black Uniseal® Pipe-to-Tank Seal","3/8"" Black Uniseal® Pipe-to-Tank Seal",MPWSR,MPWSR,32296,1.49,1.99,25.1%,33.6%,1.99,25.1%,33.6%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32307,"Brass Hose Barb 1"" x 1/2"" mpt","Brass Hose Barb 1"" Barb X 1/2"" MPT 32307 *1",MPWSR,MPWSR,32307,5.35,9.99,46.4%,86.7%,9.99,46.4%,86.7%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99.,,,,,,,,,,,
32309LF,"1/4"" HOSE BARB X 3/8"" MPT 90 degree Elbow","1/4"" HOSE BARB X 3/8"" MPT 90 degree Elbow",MPWSR,MPWSR,32309LF,3.99,5.99,33.4%,50.1%,5.99,33.4%,50.1%,26.0%,2.00,0-4.99,commodity_part,ending_.99,0-4.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
32324,"1/2"" Black Uniseal® Pipe-to-Tank Seal","1/2"" Black Uniseal® Pipe-to-Tank Seal",MPWSR,MPWSR,32324,1.75,2.25,22.2%,28.6%,2.25,22.2%,28.6%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32325,"3/4"" Black Uniseal® Pipe-to-Tank Seal","3/4"" Black Uniseal® Pipe-to-Tank Seal",MPWSR,MPWSR,32325,1.99,2.49,20.1%,25.1%,2.49,20.1%,25.1%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32326,"1"" Black Uniseal® Pipe-to-Tank Seal","1"" Black Uniseal® Pipe-to-Tank Seal",MPWSR,MPWSR,32326,2.25,2.99,24.7%,32.9%,2.99,24.7%,32.9%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
32535,5/8 HOSE FERRULE,5/8 HOSE FERRULE,MPWSR,MPWSR,32535,0.73,1.00,27.0%,37.0%,1.00,27.0%,37.0%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
3281,20mm x 3/8 female adapter for 630cc or more oil drain,20mm x 3/8 female adapter for 630cc or more oil drain,MPWSR,MPWSR,3281,5.99,7.99,25.0%,33.4%,7.99,25.0%,33.4%,25.0%,3.00,5-9.99,commodity_part,ending_.99,5-9.99 + commodity_part,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Commodity replacement parts stay more competitive.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-4,1/4 Meg SurfaceCleaner Nozzle 2.0 GPM 40 Degree 40020,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3286,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
33-0536,"Mi-T-M 20"" surface cleaner replacement brush","Mi-T-M 20"" surface cleaner replacement brush",MPWSR,MPWSR,33-0536,86.09,105.00,18.0%,22.0%,105.00,18.0%,22.0%,27.0%,10.00,50-99.99,"chemical, equipment",ending_.99,50-99.99 + chemical + equipment,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
33001,Inline diesel fuel filter,Inline diesel fuel filter,MPWSR,MPWSR,33001,6.99,9.99,30.0%,42.9%,9.99,30.0%,42.9%,28.0%,3.00,5-9.99,,ending_.99,5-9.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99.,,,,,,,,,,,
MPWSR-SIDE-PANEL-FOR-3012-TITAN-REEL,Side Panel for 3012 Titan Reel,Titan Hose Reel 3012 Side Panel,MPWSR,MPWSR,3301,60.68,71.40,15.0%,17.7%,71.40,15.0%,17.7%,24.0%,10.00,50-99.99,,ending_.99,50-99.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99.,,,,,,,,,,,
3306,"3/4'' Hub foam filled Tire 10""","3/4'' Hub foam filled Tire 10""",MPWSR,MPWSR,3306,22.95,25.40,9.6%,10.7%,30.99,25.9%,35.0%,25.0%,7.00,20-49.99,,ending_.99,20-49.99,raise_low_margin,Current price sits below the minimum acceptable margin floor.,Base cost band 20-49.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-5,1/4 Meg SurfaceCleaner Nozzle 2.5 GPM 40 Degree 40025,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3321,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-7,1/4 Meg SurfaceCleaner Nozzle 7.0 GPM 0 Degree 00070,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3322,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-6,1/4 Meg SurfaceCleaner Nozzle 7.5 GPM 0 Degree 00075,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3324,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
33313B,3/4 X 1/2 HB X MIP BLK POLY ELB,3/4 X 1/2 HB X MIP BLK POLY ELB,MPWSR,MPWSR,33313B,2.08,3.02,31.1%,45.2%,3.02,31.1%,45.2%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-8,1/4 Meg SurfaceCleaner Nozzle 8.0 GPM 0 Degree 00080,1/4 High Pressure Tips Stainless Steel,MPWSR,MPWSR,3338,3.15,6.60,52.3%,109.5%,6.60,52.3%,109.5%,32.0%,2.00,0-4.99,"chemical, equipment",ending_.99,0-4.99 + chemical + equipment,keep_current,Current price is above the target band and was preserved for review.,Base cost band 0-4.99. Chemical/restoration products carry a stronger margin target. Larger equipment uses a thinner margin target.,,,,,,,,,,,
8/8/3350,"Brass 45 Deg St El 1/2"" x 1/2""","Brass 45 Deg St El 1/2"" x 1/2""",MPWSR,MPWSR,8/8/3350,4.78,6.80,29.7%,42.3%,6.80,29.7%,42.3%,29.0%,2.00,0-4.99,,ending_.99,0-4.99,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99.,,,,,,,,,,,
