Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,"NEW Tucker XL Size Honey Badger Brush w/ Loct fitting, Quad Pencil Jets","NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets",Regular,,18HB-LT-PP,"New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly popular Glide bristles on the outside trim and a much stiffer bristle on the inside trim. This allows for an aggressive scrub on the panel designed to remove bird droppings and, as many testers have reported, even bee droppings from time to time. Hence the name, Honey Badger. Those looking for an aggressive scrub on windows will also benefit from this brush.",Tucker > Accessories,Tucker,"NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets | AZ...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,new-tucker-xl-size-honey-badger-brush-w-loct-fitting-quad-pencil-jets,,Hidden,Physical,0.099,"NEW Tucker XL Size Honey Badger Brush w/Loct fitting, Quad Pencil Jets | AZ...",New from Tucker® is the Honey Badger range of brushes. Designed and tested by solar panel cleaning companies. The Honey Badger features our incredibly...,N,N,N,N,205.47,,N,Y,N,Y,N,,,143.83,Tucker,18HB-LT-PP,N,,,N,,,Y,,,N,,205.47
,No 1 Clamp w/ all hardware Tucker® V2,Number 1 Clamp w/ all hardware Tucker® V2,Regular,,T-T1-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 1 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range....,number-1-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 1 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 1 clamp. This clamp fits the #1 or the smallest diameter section of the Tucker® carbon fiber pole range....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T1-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 10 Clamp w/ all hardware Tucker® V2,Number 10 Clamp w/ all hardware Tucker® V2,Regular,,T-T10-V2-COMPLETE,"The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 10 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole....,number-10-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 10 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp here is the number 10 clamp. This clamp fits the #10 diameter (largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T10-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 2 Clamp w/ all hardware Tucker® V2,Number 2 Clamp w/ all hardware Tucker® V2,Regular,,T-T2-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 2 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole....,number-2-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 2 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 2 clamp. This clamp fits the #2 diameter (2nd largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T2-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 3 Clamp w/ all hardware Tucker® V2,Number 3 Clamp w/ all hardware Tucker® V2,Regular,,T-T3-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 3 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole....,number-3-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 3 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 3 clamp. This clamp fits the #3 diameter (3rd largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T3-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 4 Clamp w/ all hardware Tucker® V2,Number 4 Clamp w/ all hardware Tucker® V2,Regular,,T-T4-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 4 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole....,number-4-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 4 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 4 clamp. This clamp fits the #4 diameter (4th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T4-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 5 Clamp w/ all hardware Tucker® V2,Number 5 Clamp w/ all hardware Tucker® V2,Regular,,T-T5-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 5 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole....,number-5-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 5 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 5 clamp. This clamp fits the #5 diameter (5th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T5-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 6 Clamp w/ all hardware Tucker® V2,Number 6 Clamp w/ all hardware Tucker® V2,Regular,,T-T6-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 6 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole....,number-6-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 6 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 6 clamp. This clamp fits the #6 diameter (6th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T6-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 7 Clamp w/ all hardware Tucker® V2,Number 7 Clamp w/ all hardware Tucker® V2,Regular,,T-T7-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 7 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole....,number-7-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 7 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 7 clamp. This clamp fits the #7 diameter (7th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T7-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 8 Clamp w/ all hardware Tucker® V2,Number 8 Clamp w/ all hardware Tucker® V2,Regular,,T-T8-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 8 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole....,number-8-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 8 Clamp w/ all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 8 clamp. This clamp fits the #8 diameter (8th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T8-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No 9 Clamp w/ all hardware Tucker® V2,Number 9 Clamp w/all hardware Tucker® V2,Regular,,T-T9-V2-COMPLETE,"The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole. Includes all hardware to attach, lever, etc.",Tucker > Water Fed Pole Parts,Tucker,Number 9 Clamp w/all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole....,number-9-clamp-w-all-hardware-tucker-v2,,Hidden,Physical,0.5,Number 9 Clamp w/all hardware Tucker® V2 | AZ Cleaning Supplies,The all-new Tucker® clamps! This clamp is the number 9 clamp. This clamp fits the #9 diameter (9th largest) section for the Tucker® carbon fiber pole....,N,N,N,N,26.46,,N,Y,N,Y,N,,,18.52,Tucker,T-T9-V2-COMPLETE,N,,,N,,,Y,,,N,,26.46
,No Flat Wheel,No Flat Wheel,Regular,,T-WHEEL-NF,No Flat Wheel | Official Tucker SKU: T-WHEEL-NF | Category: Catalog,Tucker > Catalog,Tucker,No Flat Wheel | Catalog | AZ Cleaning Supplies,No Flat Wheel. Category: Catalog. Vendor code: T-WHEEL-NF. Available at AZ Cleaning Supplies.,no-flat-wheel,,Hidden,Physical,,No Flat Wheel | Catalog | AZ Cleaning Supplies,No Flat Wheel. Category: Catalog. Vendor code: T-WHEEL-NF. Available at AZ Cleaning Supplies.,N,N,N,N,56.23,,N,Y,N,Y,N,,,39.37,Tucker,T-WHEEL-NF,N,,,N,,,Y,,,N,,56.23
,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,No Flat Wheel Retrofit Kit,Regular,,T-NOFLAT-KIT,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all hardware needed to install.,Tucker > Catalog,Tucker,No Flat Wheel Retrofit Kit | Catalog | AZ Cleaning Supplies,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all...,no-flat-wheel-retrofit-kit,,Hidden,Physical,10,No Flat Wheel Retrofit Kit | Catalog | AZ Cleaning Supplies,If you're looking for an upgrade to the standard pneumatic wheels offered on many carts these are an incredible option. No flat wheels complete with all...,N,N,N,N,126.35,,N,Y,N,Y,N,,,88.45,Tucker,T-NOFLAT-KIT,N,,,N,,,Y,,,N,,126.35
,"O-ring for 2.5"" Housing",Replacement O-ring for Tucker® Carbon Housing,Regular,,20067-SMALL,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System.,Tucker > Catalog,Tucker,Replacement O-ring for Tucker® Carbon Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System. Available at...,replacement-o-ring-for-tucker-carbon-housing,,Hidden,Physical,0.062,Replacement O-ring for Tucker® Carbon Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the white carbon pre-filter housing on the Tucker® Rival and S4 RO/DI Carts as well as the Fill N Go System. Available at...,N,N,N,N,10.93,,N,Y,N,Y,N,,,7.65,Tucker,20067-SMALL,N,,,N,,,Y,,,N,,10.93
,"O-ring for 4.5"" Housing",Replacement O-ring for Tucker® DI Housing,Regular,,20067-LARGE,This is the replacement o-ring for the grey housing on the Tucker® RO/DI Cart as well as the Fill N Go System.,Tucker > Catalog,Tucker,Replacement O-ring for Tucker® DI Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the grey housing on the Tucker® RO/DI Cart as well as the Fill N Go System. Available at AZ Cleaning Supplies.,replacement-o-ring-for-tucker-di-housing,,Hidden,Physical,0.5,Replacement O-ring for Tucker® DI Housing | Catalog | AZ Cleaning Supplies,This is the replacement o-ring for the grey housing on the Tucker® RO/DI Cart as well as the Fill N Go System. Available at AZ Cleaning Supplies.,N,N,N,N,30.06,,N,Y,N,Y,N,,,21.05,Tucker,20067-LARGE,N,,,N,,,Y,,,N,,30.06
,O-ring for serviceable housing insert,"O-ring for insert - for 4"" stainless steel housing",Regular,,20063,"4"" in diameter- on stainless-steel housing",Tucker > Catalog,Tucker,"O-ring for insert - for 4"" stainless steel housing | AZ Cleaning Supplies","4"" in diameter- on stainless-steel housing Available at AZ Cleaning Supplies.",o-ring-for-serviceable-housing-insert,,Hidden,Physical,1.001,"O-ring for insert - for 4"" stainless steel housing | AZ Cleaning Supplies","4"" in diameter- on stainless-steel housing Available at AZ Cleaning Supplies.",N,N,N,N,10.93,,N,Y,N,Y,N,,,7.65,Tucker,20063,N,,,N,,,Y,,,N,,10.93
,"Pair of 2""x10"" Velcro Strips",Replacement Velcro for Alpha Scrubber STD Size,Regular,,T-VELCRO-10X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the standard size Alpha Scrubber.",Tucker > Catalog,Tucker,Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",pair-of-2x10-velcro-strips,,Hidden,Physical,0.051,Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,7.55,,N,Y,N,Y,N,,,5.29,Tucker,T-VELCRO-10X2,N,,,N,,,Y,,,N,,7.55
,"Pair of 2""x16"" Velcro Strips",Replacement Velcro for Alpha Scrubber XL Size,Regular,,T-VELCRO-16X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the XL size Alpha Scrubber.",Tucker > Catalog,Tucker,Replacement Velcro for Alpha Scrubber XL Size | Catalog | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",pair-of-2x16-velcro-strips,,Hidden,Physical,0.02,Replacement Velcro for Alpha Scrubber XL Size | Catalog | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,20.18,,N,Y,N,Y,N,,,14.13,Tucker,T-VELCRO-16X2,N,,,N,,,Y,,,N,,20.18
,Pair Small Diameter Pencil Jet,Pair Of Tucker® Euro Brush Pencil Jets,Regular,,50006-PS,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are sold in a pair. Tubing and/or fittings to connect are not included and are sold separately.,Tucker > Catalog,Tucker,Pair Of Tucker® Euro Brush Pencil Jets | Catalog | AZ Cleaning Supplies,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are...,pair-of-tucker-euro-brush-pencil-jets,,Hidden,Physical,1.001,Pair Of Tucker® Euro Brush Pencil Jets | Catalog | AZ Cleaning Supplies,These pencil jets are designed to fit into the Tucker® euro style brushes. Simply hammer them into the hole provided in the brush to install them. They are...,N,N,N,N,16.39,,N,Y,N,Y,N,,,11.48,Tucker,50006-PS,N,,,N,,,Y,,,N,,16.39
,Pigtail Inlet,Pigtail Inlet,Regular,,20019,Pigtail Inlet | Official Tucker SKU: 20019 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Inlet | Catalog | AZ Cleaning Supplies,Pigtail Inlet. Category: Catalog. Vendor code: 20019. Available at AZ Cleaning Supplies.,pigtail-inlet,,Hidden,Physical,,Pigtail Inlet | Catalog | AZ Cleaning Supplies,Pigtail Inlet. Category: Catalog. Vendor code: 20019. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,20019,N,,,N,,,Y,,,N,,20.49
,Pigtail Inlet/Outlet Kit,Pigtail Inlet/Outlet Kit,Regular,,20028,Pigtail Inlet/Outlet Kit | Official Tucker SKU: 20028 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Inlet/Outlet Kit | Catalog | AZ Cleaning Supplies,Pigtail Inlet/Outlet Kit. Category: Catalog. Vendor code: 20028. Available at AZ Cleaning Supplies.,pigtail-inlet-outlet-kit,,Hidden,Physical,,Pigtail Inlet/Outlet Kit | Catalog | AZ Cleaning Supplies,Pigtail Inlet/Outlet Kit. Category: Catalog. Vendor code: 20028. Available at AZ Cleaning Supplies.,N,N,N,N,40.99,,N,Y,N,Y,N,,,28.70,Tucker,20028,N,,,N,,,Y,,,N,,40.99
,Pigtail Outlet,Pigtail Outlet,Regular,,20020,Pigtail Outlet | Official Tucker SKU: 20020 | Category: Catalog,Tucker > Catalog,Tucker,Pigtail Outlet | Catalog | AZ Cleaning Supplies,Pigtail Outlet. Category: Catalog. Vendor code: 20020. Available at AZ Cleaning Supplies.,pigtail-outlet,,Hidden,Physical,,Pigtail Outlet | Catalog | AZ Cleaning Supplies,Pigtail Outlet. Category: Catalog. Vendor code: 20020. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,20020,N,,,N,,,Y,,,N,,20.49
,Plastic Euro Tip for #1 Clamp,Tucker® Euro Tip,Regular,,T-EURO-TIP-PLASTIC,"The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong, these are a great way to create a quick release option at the tip of the poles for removing and storing brushes and changing out the various Tucker® water fed pole brushes. There is a hole through the tip to allow for the feeding of your water fed pole tubing up the tip and into your brushes. Also available is an ACME version that will turn any Tucker® carbon fiber water fed pole into a trad pole. You can find the ACME tip here: ACME tip for converting to a trad pole",Tucker > Water Fed Pole Parts,Tucker,Tucker® Euro Tip | Water Fed Pole Parts | AZ Cleaning Supplies,The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong...,tucker-euro-tip,,Hidden,Physical,1.001,Tucker® Euro Tip | Water Fed Pole Parts | AZ Cleaning Supplies,The all new Tucker® euro tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Lightweight and strong...,N,N,N,N,7.56,,N,Y,N,Y,N,,,5.30,Tucker,T-EURO-TIP-PLASTIC,N,,,N,,,Y,,,N,,7.56
,Plastic Nut for Strain Relief,"1/2"" Strain Relief Nut",Regular,,12009-NUT,"Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds.",Tucker > Catalog,Tucker,"1/2"" Strain Relief Nut | Catalog | AZ Cleaning Supplies","Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds. Available at AZ Cleaning Supplies.",1-2-strain-relief-nut,,Hidden,Physical,0.5,"1/2"" Strain Relief Nut | Catalog | AZ Cleaning Supplies","Replacement Nut for holding part number 62002-P to H2Pro, 4060, and Max Output Manifolds. Available at AZ Cleaning Supplies.",N,N,N,N,2.46,,N,Y,N,Y,N,,,1.72,Tucker,12009-NUT,N,,,N,,,Y,,,N,,2.46
,Plastic Rinse Bar XL,Tucker® Over the Top Rinse Bar Large PLASTIC,Regular,,T-OTT-XL-V2-P,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow covers the entire width of the brush. Easily attaches to any of the USA Made Tucker® brushes. This version is designed to fit our XL brush models. *BRUSH is NOT included **Not designed for other brand brushes,Tucker > Catalog,Tucker,Tucker® Over the Top Rinse Bar Large PLASTIC | Catalog | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,tucker-over-the-top-rinse-bar-large-plastic,,Hidden,Physical,1.001,Tucker® Over the Top Rinse Bar Large PLASTIC | Catalog | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high-quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,N,N,N,N,63.12,,N,Y,N,Y,N,,,44.19,Tucker,T-OTT-XL-V2-P,N,,,N,,,Y,,,N,,63.12
,Pressure Regulator 5 1/2 Ports,5 Port Pressure Regulator,Regular,,12003,"This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has failed. Accepts a pressure gauge to monitor performance. 1/2"" female threads on 5 inlets and a 1/4"" female threaded inlet (for pressure gauge). Fittings not included.",Tucker > Catalog,Tucker,5 Port Pressure Regulator | Catalog | AZ Cleaning Supplies,This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has...,5-port-pressure-regulator,,Hidden,Physical,1.001,5 Port Pressure Regulator | Catalog | AZ Cleaning Supplies,This is the pressure regulator found on many of the Tucker® RO/DI systems. Bolts into place on existing frames in the event your pressure regulator has...,N,N,N,N,107.96,,N,Y,N,Y,N,,,75.58,Tucker,12003,N,,,N,,,Y,,,N,,107.96
,Reach Around ACME Piece,Tucker® Reach Around Adapter,Regular,,40015,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and more to aid in cleaning. Fits all adjustable Tucker® goosenecks.",Tucker > Catalog,Tucker,Tucker® Reach Around Adapter | Catalog | AZ Cleaning Supplies,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and...",tucker-reach-around-adapter,,Hidden,Physical,1.001,Tucker® Reach Around Adapter | Catalog | AZ Cleaning Supplies,"Made in the USA from high impact plastic. Male acme thread accepts accessories like the Tucker® Mini Scrubber , Doodlebugs, traditional squeegee tools and...",N,N,N,N,12.30,,N,Y,N,Y,N,,,8.61,Tucker,40015,N,,,N,,,Y,,,N,,12.30
,Reach Around Gooseneck,Tucker® Reach Around Gooseneck V1,Regular,,40001-V1,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black euro male thread as well as standard acme threaded accessories which thread onto the red acme male thread. Accessories easily thread onto the male tip allowing you to have extra scrubbing power on the back side of your brush. **Currently there are issues with raw plastic material and color may vary as a result**,Tucker > Accessories,Tucker,Tucker® Reach Around Gooseneck V1 | Accessories | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black...,tucker-reach-around-gooseneck-v1,,Hidden,Physical,1.001,Tucker® Reach Around Gooseneck V1 | Accessories | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to thread onto the tip of your Tucker® water fed pole. It accepts both Tucker® brushes threaded onto the black...,N,N,N,N,30.35,,N,Y,N,Y,N,,,21.25,Tucker,40001-V1,N,,,N,,,Y,,,N,,30.35
,Reach Around Gooseneck w/ Quick Release for #1 Clamp,Tucker® Reach Around Gooseneck V2,Regular,,40001-V2,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the #1 clamp of your Tucker® pole for easy adjustment. This attachment accepts Tucker® brushes threaded onto the euro male thread and standard ACME threaded accessories which can be attached via the ACME male thread. Accessories easily thread onto the ACME tip allowing you to have extra scrubbing power on the back side of your brush.,Tucker > Water Fed Pole Parts,Tucker,Tucker® Reach Around Gooseneck V2 | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the...,tucker-reach-around-gooseneck-v2,,Hidden,Physical,1.001,Tucker® Reach Around Gooseneck V2 | AZ Cleaning Supplies,The Tucker® Reach Around Gooseneck is designed to fit onto the tip of your Tucker® water fed pole. This design uses a quick release stem that attaches to the...,N,N,N,N,30.35,,N,Y,N,Y,N,,,21.25,Tucker,40001-V2,N,,,N,,,Y,,,N,,30.35
