SKU,Item Name,Canonical Token,Duplicate Token,Vendor,Archived In Import
3592,"3592- Whisper Wash 24"" Spray Bar 4 tip - Ground Force",CMJLBGWXOA4EP7BYUTNWNSQ3,H6UHAD5IK4BSJY6UZRVU4FFF,Parts,Y
1401,"36"" Zinc Plated Lance",Z4G4CEWFXNBRMFJPGM6VJCRF,LGIS7XNXFKN3XYKK6W4MRAUJ,Tools,Y
3773,3773- 20mm packing w/ reststop ring,QBJO7TNDIDGVYHVGYAG4HQIP,N6HPI3M5VQOILQPHNHGO5RAL,Parts,Y
T-SOLAR-4060,4 Stage 4060 Kit for Solar Panel Cleaning,IQVWMBORLFIJ5XJW2QKIFVM7,YRZNQLURYFJVAWPBHBCDOYZR,Tucker,Y
T-SOLAR-4060,4 Stage 4060 Kit for Solar Panel Cleaning,IQVWMBORLFIJ5XJW2QKIFVM7,4JPQCT6HRH7PGRVYHDMNQH3X,Tucker,Y
T-CART-UGK,4 Stage Cart Upgrade Kits,7NBWCCTJXA7PMIGFFDYXKQ4X,VR5FTVOOKFQJUSLDJK76TIGY,Tucker,Y
T-CART-UGK,4 Stage Cart Upgrade Kits,7NBWCCTJXA7PMIGFFDYXKQ4X,NMBSEWUUL5PN3OAB34O4WQYY,Tucker,Y
T-SOLAR-RIVAL,4 Stage Rival Kit for Solar Panel Cleaning,DBKTRWWYDFY3BS5PSM377CIF,BIOLX34ZZV6635XKJ7AP6VG7,Tucker,Y
T-SOLAR-RIVAL,4 Stage Rival Kit for Solar Panel Cleaning,DBKTRWWYDFY3BS5PSM377CIF,LJINFSNN6IHJOZZ24CRPOBOE,Tucker,Y
20027,4 x 10in DI Cartridge Blue/White,NQD4CCDPVYZ36INQ4QMILIHA,SVKYR2Q4UMTP5O5ANE7DLLF2,Tucker,Y
20027,4 x 10in DI Cartridge..Blue/White,NQD4CCDPVYZ36INQ4QMILIHA,MP3KAVBTO2A6WPCMOVZNWHQT,Tucker,Y
TUCKER-4-X-20IN-DI-CARTRIDGE-FULL-BLUE,4 x 20in DI Cartridge Full Blue/White,BFRFWLCIR7HBLKRES6LJQTNJ,BL7EMUP2V3FTK774WWTTMS5X,Tucker,Y
20015,4 x 20in DI Cartridge Full..Blue/White,OZIWAI46JXHDSZZM6JW5UGRK,SDXC66K4ZHSI5X5Y3UFMXBTY,Tucker,Y
20054-40-SS,"40"" Stainless Steel Housing",GDOFHO56Q2KU75WYWEPKD6W4,NIQNQOFHWS2KSU5ZAL6G77YM,Tucker,Y
20054-40-SS,"40"" Stainless Steel Housing",GDOFHO56Q2KU75WYWEPKD6W4,5KOHBAHKLJNBCUARC6ZB5ICJ,Tucker,Y
ECO-40-BARE,40' ECO BARE POLE (no tips included),YAFVV5YF77OWTQXE2ZDKTEJN,QH2XATKWUJYTTBMURIR464OE,Tucker,Y
6874,"Black Neptune 25' Pressure Hose 3/8""",6ANMMEKUYV6WSXZWPZTSTYT7,K7HVHFIZGQP4I3RZKLZJFKD3,Barens,Y
5893,5893- 4000 PSI Whip Line Connector,LPZQB5C4FNPXK5LFSSR3ZKGU,OZE2TBQ2HOOBVHYBUJASYHXK,Parts,Y
5894,"5894- 4000 PSI Whip Line 3/8"" x 4'",RSZ7UG23HIAV7NLITDT4JNEG,N37HRM7UBPKUCIE6HQVTYPU5,Parts,Y
5907,"5907- 4000 PSI Whip Line 3/8"" x 5'",2KARUNA3RPXL5SPICTEJERAX,5Z5T7MPCLHG3TQGKLG657UMH,Parts,Y
5362,"5362- 4000 PSI Whip Line 3/8"" x 6'",GC5TR6S3KIFB2BZR2HNPY5IK,YLT5PEBR4MHKAWOQ33NNGXTN,Parts,Y
20013-C,40in Carbon Insert,ZAO22YRNQFPLYMZEPMK6UHIP,4NRBJABNHII4IGXJOWZRHKAF,Tucker,Y
20013-C,40in Carbon Insert,ZAO22YRNQFPLYMZEPMK6UHIP,KYIFBG2YUAGYVXD6SMFPJ5M7,Tucker,Y
20013,40in Cartridge EMPTY,B5NBLO2ZEYDKFJKHFPOQCO3Q,LNFAGWDL5ELOHM4IALJZVENC,Tucker,Y
20013,40in Cartridge EMPTY,B5NBLO2ZEYDKFJKHFPOQCO3Q,XG55XXLEYLDKVJM7HPZZPH2B,Tucker,Y
20013-D,40in DI Cartridge,EFH3H2ST7HIS5C2NX2SLWQ6F,BURN4DA2DC2XF5Z2IRJBNNPB,Tucker,Y
20013-D,40in DI Cartridge,EFH3H2ST7HIS5C2NX2SLWQ6F,GBRQE464DOV2EOUGEGFQJVEP,Tucker,Y
4157,4157- Quick Change Nozzle - 40 Degree - 8GPM,OR3IMIL7GD7O4OLLV4OUPVLE,5XVLCI6XGGCAVQBALR26BRP6,Parts,Y
5344,5344- Cox 439 Reel Swivel,AXOBV5DGTJ76OMDH6J2GICTZ,ABGUOFXLXCZZCUKEYRBASX33,Parts,Y
4521,"4521- Steel Adapter  1/4"" x 1/8""",NIMMURBPQZ5MHAFZUPVFIJH2,3FL5RMMTSAIJGG646NTKNMTJ,Parts,Y
4580,4580- Super Swivel Repair Kit - 3/8 & 1/2,6LGYHPWRPPBDS2HJ7LQS55LA,VAHRZP4YSQXSH7UXVCIO77IS,Parts,Y
4602,4602- 304 Plug - 1/4FPT,DFZWV2TMUBDPMBGE23G6PEVK,4WEHQSA742QKQYYYGTDNC2A7,Parts,Y
4617,4617- Brass Soap Nozzle 6540 1/4MPT GP,AQWRWMJTHVJ5BDHIDDYEQGWF,HL62LPKZFDNUZQM3BKFNAMZT,Parts,Y
4629,4629- 304 Socket- 1/4MPT,DQAZY3V3O2EM4YKU4UGZCANW,OQCRJMCJXUVOK3MO5LBS6JQD,Parts,Y
4630,4630- 304 Socket 3/8 FPT,CXKOB2HOAEVT7X7QNFATSCNF,PULUJBA6LD42FVPARINQZ5VT,Parts,Y
4641,4641- ST457 Turbo Nozzle - 6000 PSI / 212 Degree F. Max 8GPM,67PYEV4ZA7LYUBAGY6LLF4L7,DZH36JYMOFUC6VM3DKYN5VKC,Parts,Y
4792,4792- WW312 Seal Kit,OE44D357G3XB4XZNREPAGLLC,UJ6TFY7A7GTH3IPJR656YVV4,Parts,Y
1402,"48"" Zinc Plated Lance",WRL4JAV5334LPJ7OSBZ2B273,Q2XLHAOTR76GKU522DFUKYHK,Tools,Y
4959,4959- 304 Plug - 3/8FPT,TNSFG3DLDMYFP662PV4QNCLX,MXYF2DEBYZK5EXNFEQVOSYVB,Parts,Y
4960,4960- 304 Plug - 3/8MPT,RV3SISK23SJJP2RK2HX7QXC7,NV5M6A54TXEKCIIVDGBDDAEO,Parts,Y
21009,4in Brine Seal,QLMR3UL465WPZPBHU5QHYAH4,TG5WJND7POD6M23OTDYCRAGX,Tucker,Y
21009,4in Brine Seal,QLMR3UL465WPZPBHU5QHYAH4,B3JCGIMNJIUMAIG3DILUUESN,Tucker,Y
20036,4in Filter Wrench,QLOSGMGDE4ALD7GHYNX2PTOD,NT4SN4TNWBO63Q7FFMGAEJ3D,Tucker,Y
20036,4in Filter Wrench,QLOSGMGDE4ALD7GHYNX2PTOD,OWL5R6GNYXANW6JPCE2PAWYI,Tucker,Y
20009,4in x 10in Carbon Filter,Q7LI542DFR4S45SBCLGW6DMG,UYPW77FS4T7HPGZ43YFN2LRX,Tucker,Y
20009,4in x 10in Carbon Filter,Q7LI542DFR4S45SBCLGW6DMG,EDTBG27XTIBJXEMH2Q4HUJ75,Tucker,Y
20040,4in x 10in Grey Housing 3/4 FNPT,ST5I6N6R6AHRZ3RQRGZ2SEAX,RJ7CFFCXR4OHHFMDTM5SHLZJ,Tucker,Y
20040,4in x 10in Grey Housing 3/4 FNPT,ST5I6N6R6AHRZ3RQRGZ2SEAX,CWRWIZ42S6CZFW6MSDIH3ENO,Tucker,Y
20041,4in x 20in Housing Grey 3/4 FNPT,HXE7VXNBLMFHPHXVCWD4DVZH,77FBXLEDP6T7C26LCNR2QCMN,Tucker,Y
20041,4in x 20in Housing Grey 3/4 FNPT,HXE7VXNBLMFHPHXVCWD4DVZH,66RCBGDCZOHH4CQR3DJXRKIP,Tucker,Y
20014,4in x 20in Refillable Cartridge Empty Blue/White,U7GZUUQJCV2AN3GWTKI6UFJK,6Z25UYTNCKRTF5UTFAPX2KXH,Tucker,Y
20014,4in x 20in Refillable Cartridge Empty..Blue/White,U7GZUUQJCV2AN3GWTKI6UFJK,UU7NPFWASYLVZMHWTBH3J56Q,Tucker,Y
20029,4in x10in Re-Fillable Empty Blue/White,N6X5ASW5EAV7ZMVYSNPU4RB2,E4JTBRDZO7NOIT3N525EJXGD,Tucker,Y
20029,4in x10in Re-Fillable Empty..Blue/White,N6X5ASW5EAV7ZMVYSNPU4RB2,NNOWKCLOJ3B4Q3KYODBRQKC6,Tucker,Y
20051-C,4x21 Carbon Cartridge,FEORRSNI7PTQVZLJZHX32U4V,YAPZYRR7WFTAPVUM3F4G5YF2,Tucker,Y
20051-C,4x21 Carbon Cartridge,FEORRSNI7PTQVZLJZHX32U4V,NQGJI7ORQKV2FNXQOGOBGSLW,Tucker,Y
20051-D,4x21 DI Cartridge,O22KQJ7NUKKDBIOMP5TWOVRL,SPWHGCX33ZTV2GPEYF7PWL2Q,Tucker,Y
20051-D,4x21 DI Cartridge,O22KQJ7NUKKDBIOMP5TWOVRL,HLOHVPTO7E7WGLUMFT6XKMW4,Tucker,Y
T-3/8-5-RD,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings,5EA4M7TT2P7K6NQA6ESYY5ZE,C5QRFBFB5BRYJHPHUWRNTPBD,Tucker,Y
60007-5,5 Way 5/16 Push to Fit Divider (brush),PXWDWYO6KZO37ORJIZ573NPW,GG6JVC5W3VC7T7NVUNUHE265,Tucker,Y
60007-5,"5/16"" 5-Way PTF Divider",PXWDWYO6KZO37ORJIZ573NPW,YE7Y4U5YVEACIAMUDR2DY5SK,Uncategorized,Y
40018-5PK,"5 pack of walnut pads 6 x 9""",FEI7VTGNVGIWWKJZWUJOV3JA,7DJSXVLR2QPLTK7P7HO7LBRJ,Tucker,Y
40018-5PK,"5 pack of walnut pads 6 x 9""",FEI7VTGNVGIWWKJZWUJOV3JA,MS37IIUPVOIRHBPZQ65EED5Z,Tucker,Y
T-SOLAR-MO,5-Stage Max Output Kit For Solar Panel Cleaning,U46ODBLPHNF2Y565PIPIBM6Q,XGXHXFHJ77D54PCQPOYTWIVI,Tucker,Y
60007,5/16 Push to Fit Divider (brush),KPZE7PUCSHJLYZC4J53GRHJY,GWKD7TYIXTLZZCIFEGCWT25D,Tucker,Y
60007,5/16 Push to Fit Divider (brush),KPZE7PUCSHJLYZC4J53GRHJY,QGUO4KH7HZFZQ7ETW4TIJBHB,Tucker,Y
60006,5/16 Push to Fit Wye(brush),O6FVUK3E2IKOGOAKR37EKWI6,STEVZXEZUL6FEMEEH7QIWB5G,Tucker,Y
60006,5/16 Push to Fit Wye(brush),O6FVUK3E2IKOGOAKR37EKWI6,A2KUB4AT6PAURQCSI7KFBCO7,Tucker,Y
63014,5/16 union,QYG4U22FQIX6I2CTWUGQVGBJ,TTP7H5VTYEUPJTJQ3VU4N3RB,Tucker,Y
63014,5/16 union,QYG4U22FQIX6I2CTWUGQVGBJ,4ECWRHXBJ3N2OJEBU4HTSXAD,Tucker,Y
"5/16""-OD-TUCKER®-POLE-HOSE","5/16"" OD Tucker® Pole Hose",YS5I4WEH4ZWVDIE72D5TQOGQ,JECTTHSYKBQDOBYH2QMZER2P,Tucker,Y
T-50-DEL-DU,50 Gallon Delivery System Dual User,3KNMHLZ645ZGOMZPVQFAGDUH,4BRTGYKDZL7UHH6ATJBM5JGJ,Tucker,Y
T-50-DEL-SU,50 Gallon Delivery System Single User,JVAXCYV6UIHE7X2NWPLLPMAH,YKCLQBPVIO3CN5ZUUCABV45C,Tucker,Y
TANK,50 gallon Tank,PGRVSGKOJ7HJQAJBIZVM4QID,VWJRM4OJQSHOFYUBSIJKPO7Q,Tucker,Y
T-50HM-BARE,50' HM BARE POLE (no tips included),DI4GB62XEFVSAIMUW6IEI5WY,QEO5NTG2FCRIRVSXQNY7NRGD,Tucker,Y
5011,5011- Quick Change Nozzle - 15 Degree - 8GPM,MWXWFNSRMBVOKAZCUTAJSLQD,GX6KUYBJUBH4O2SJJM3IRBXH,Parts,Y
5030,5030- 3/8 x 45 Degree FPT,Y732IZNBWTQOEGUOD4VMTWUN,SO3HQ5U3NQ6SKD54FOHWMHMJ,Parts,Y
5268,"5268- 1/4"" MPT Nozzle 25 Degree 2 gpm",VIFA26NJ7ELGGHNCEMU7B6TX,UKHZVVPF57G3JU2FFOLURPZP,Parts,Y
5331,"5331- Whisper Wash 19"" Spray Bar 2 tip - Classic",BPV2CBRLNZY4S6YGPFWCPGR3,FNWDOKPRHOAFNIMYUO3IW4XH,Parts,Y
5337,5337- WW312 Series 3 Swivel,PHK76L7ZREZ3BJBLFNPKONJP,T5L4ILU7PHG5JWAFKRNMLTRD,Parts,Y
5338,5338- Rebuild Kit for WW312 Swivel,TG75HDYKOQ6C4ONCZQ6F5ADJ,UC6ICUJW5ZUS2VYRNFF4BG7W,Parts,Y
T-55-KIT,55' pole kit,QVM66LK4YE66VOXKQLKDCSSW,JWBTE3T6F4KWN2BKSCTXH44X,Tucker,Y
T-55-KIT,55' pole kit,QVM66LK4YE66VOXKQLKDCSSW,EWBVNY2Z3KFHE7USU4EKQ4EF,Tucker,Y
6168,6168- Mosmatic 3/8FPT x 3/8MPT DYC Swivel 55.153,PP5MIPCRTAMGK77SZDCH26AF,LPY6PI4IGYAON5NCHPQIKCU7,Parts,Y
6382,6382- Mosmatic DYC Swivel,YTXNFPR2RLSXGUTY3HOJCAVV,5XDYTWDREE5F63YF53ZYZUL3,Parts,Y
6612,6612- Mosmatic Swivel Conversion Kit,XEMA5LQ573OUVQWPCITMEANL,427DOUCWY2CX4QF355ESXANV,Parts,Y
6922,6922- Mosmatic DYF Swivel,G5M6PSGUWS7OKGGLMZPH3NSL,JKENU3GGKWEGSSNVXGDWXFWO,Parts,Y
5844,5844- Garden Hose Coupling - MGH x MGH  3/4 x 3/4,JGL5HIN255FVD3T4RZEBC3VS,TA4LUKADKZPQHBJR4BIKSJTD,Parts,Y
5871,5871- GP Pressure Relief Valve 1000-60000 PSI 3/8 MPT,HAZQFU7HBYP3MWNIRVWVSI3Y,HX3TRL26ZXJSVHPWFFHDQDF5,Parts,Y
5979,"5979- Cox 439-1 Swivel Repair Kit (1/2"")",N7YLJOJWRBMRMAF5PT5PPLZR,MNIJSPGMQ5KJQOTSQO5YBIVL,Parts,Y
40018,"6 x 9"" walnut pad",HKDMZHGNFOHAZBNAYAS4OB2P,ATNXJPFYKIRPIRV3YUOLK3DC,Tucker,Y
TUCKER-6-X-9-WALNUT-PAD,"6 x 9"" walnut pad",SRZ7EGPBJ37CLE3OCYHMNLRJ,GNTSVXBHJHI2K6OFFENBXK25,Tucker,Y
SORBO-S1261,"6"" Quicksilver Channel 90 degree w/ end clips",DY7NMVJMWJFROU7MOANUAKPH,HTSJ5RGSOMKUOTFQPA2OKFBY,Tucker,Y
T-60-KIT,60' pole kit,RR526GYJIPJAFQNBGDRYXK3A,FI75MUYUQIR5PTXLPXEGG5SB,Tucker,Y
T-60-KIT,60' pole kit,RR526GYJIPJAFQNBGDRYXK3A,4BZA66BHDWEOWP542HJJMMKL,Tucker,Y
6156,6156- MecLine Adjustable chemical injector 2.3mm 5-8 GPM,LZIK6RFLRCONPHP6JJNK4NKP,5W3M6ZRSXVI2BIRVHDEFF7UW,Parts,Y
6244,6244- In- Line Swivel 3/8 F x 3/8 M,RIHI33WCI6S6N6YKG5QRUNSO,ZZGVOZ5DN6D45KO3IEZ4DJ66,Parts,Y
6456,6456- ST456 Turbo Nozzle 4.0 gpm,BIEPXGXIAEXBOTVL6GZJ4W7R,AWJWN4LE5UPA7LPBXKVRN5AL,Parts,Y
6467,6467- ST456 Turbo Nozzle 5.5gpm,4GEPLVVLCI7PC3RIAEP76L6M,CSZRV7GIJLSXVEBRSM5MEKDF,Parts,Y
6494,"6494- Mosmatic Turbo Rotor Arms 18""",ZZ6P6ER3MW737AON7RCXT3FX,FSGGRQG5F67H3EM2URZBJ6GR,Parts,Y
T-65-KIT,65' pole kit,LEDVB74MGWOBU4LBRX27ZE5O,6ITAAE3GF6TGW7KF5AFE7H3E,Tucker,Y
T-65-KIT,65' pole kit,LEDVB74MGWOBU4LBRX27ZE5O,QH7HPNHKBFLPMKPWFELOPCOV,Tucker,Y
6626,6626- Super Swivel 90 Deg  1/2 FPT x 3/8 FPT 5000psi 400d  Deg F. Max,2TN7MIO6BZTEFNF6EIIOOPWL,SZRRMUXARMLKPOMM7C3RTNIY,Parts,Y
6711,6711- Viton QC 3/8 O-Ring 25ct,LHHFKCQYXA3HP34N6FWQ7FOH,DN6O52QZTYEYGZHI635ZXB2S,Parts,Y
T-70-KIT,70' pole kit,2TTWBBY5TS4UUWJE4RGAWQWS,ELMEDQ2777WJJJ7IMAWKSNYB,Tucker,Y
T-70-KIT,70' pole kit,2TTWBBY5TS4UUWJE4RGAWQWS,M2Y55MJPSBUCQOSW4PNYPB4H,Tucker,Y
5398,Acid Injector 2-3gpm,3JAC7SGMUXLY5Z2VSE2X2LJU,GCR7URDDFS7H6557SBGMUBQY,Tools,Y
5421,Acid Injector 3-5 gpm,HPXFZ6QMWNW2NLDF5IGDGQHL,3GIQVZAKDCYOND5MWZT5QDO5,Tools,Y
5478,Acid Injector 5-8 gpm,2LSNF2TQSWAQ4WMDGNQB6KTQ,KNNJI7UFULCGC5FDG2NSMKJD,Tools,Y
T-GN-V1,Adjustable Tucker Gooseneck,G3OCWX7P7WTIBPDFYP3WHYVQ,JXXNOE46IJFAVDWYAISZEHNG,Tucker,Y
T-GN-V1,Adjustable Tucker Gooseneck,G3OCWX7P7WTIBPDFYP3WHYVQ,RVQPKCOD7BO25H4XMP6E4IPU,Tucker,Y
T-GN-V2,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,LLNKUIUNIGQJ2TWL744FGPDN,X4VBHWHXLSJTXNT54QFN2HVO,Tucker,Y
T-GN-V2,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,LLNKUIUNIGQJ2TWL744FGPDN,PQIHCQPX2CBQYZVHZCUDGPDT,Tucker,Y
ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS,Alpha Scrubber Pads │ 10 Pack Replacements,RAS4KESOSVEFY3AJI4JLSB24,V5IHVEX5M75IPJHTCYWV6FR3,Tucker,Y
T-ACME-TIP-ALUMINUM,Aluminum Acme Tip for #1 Clamp,2QLRM7XEPYE6IOWV4GC7ESWD,4TIRQMWOIGSYKSH6JRAXV2BO,Tucker,Y
T-ACME-TIP-ALUMINUM,Aluminum Acme Tip for #1 Clamp,2QLRM7XEPYE6IOWV4GC7ESWD,34YOZRNE65VBF75Z4VS2B3KI,Tucker,Y
T-50-AUX,Auxiliary 50 Gallon Tucker Tank,V6YZ37I2WU5X52LGPKC44SMA,TFFMFHDD3IH6IGAMZWD3GSLV,Tucker,Y
T-50-AUX,Auxiliary 50 Gallon Tucker Tank,V6YZ37I2WU5X52LGPKC44SMA,IH4ELXG4RGUSYQLEXVCM5PSE,Tucker,Y
B4213HACS,B4213HACS,G333WAWBXVRWBC3FYHQ52ZU2,UDOULLY5SXLPLFV7SU7NJI5A,BE,Y
99012V,Hot Box vertical 99012V,37NIQPLCCVMYVBWBIUPDWZVZ,6HDP7IR55KNIMCBZJJKA2RWM,Uncategorized,Y
T-TW-BNDL,BOAB / Pouch Bundle,J3OAKWPE5QOONNKU37SQK33K,A52M4OX5MGKVIJIGTCLXESUN,Tucker,Y
6791,Nozzle opener tool,BK7CIYCP3SI47WHXOM4W7CKE,4AS3OYROJCS2A2MKVK7CRHLE,Barens,Y
71140,"Ettore Backflip Window Squeegee, 14 inch, Gold",MGDHARVPUIVAMA54KOSQF5GY,R4LNOSZFPJST2QRNYZQ3FDT5,J. Racenstein,Y
T-CLAMPBARREL,Barrel only for aluminum clamp body,HKSJ36Q4ILKI74T3RWENP6H5,5D5N6UEMH54P5U3VYYZAQ4IG,Tucker,Y
12013,Battery Hold-Down,SFJWJPBPOVMXLIPL5R6GPX3W,TGNY6WF5LXEU36YHDQEPWQJE,Tucker,Y
12013,Battery Hold-Down,SFJWJPBPOVMXLIPL5R6GPX3W,ZU6FNDEQ2PYMDG2HDZ7XOFOY,Tucker,Y
HF-SS-BG,"Whisper Wash Big Guy Spray bar 28""",BC7BPNVTO65S3H4TANMMHUDN,OT2HZNSE7PWIDU5N36ECVEV3,Manatee,Y
12032BOOST,Boost Pump w/ ELBOWS,AHM4K5ZOTGAUL7C6PYDT5D7V,JN72NCGRJKSGOPHABRE2YFMX,Tucker,Y
RHG-P0106,Bracket - SED/CAR,WDEJKUMHLIRDD3MH73VMHBDA,52YSSTML5KCVVQPZ2ZS2QKVS,Tucker,Y
T-VALVE-BRACKET,Bracket for Bypass Valve,TIG34QRMQPCAKVWI5RFRWAFP,VHHMGB5HTDBJVEW4UG24VMTJ,Tucker,Y
T-VALVE-BRACKET,Bracket for Bypass Valve,TIG34QRMQPCAKVWI5RFRWAFP,NIRPCUCJ22S2TNAMN7NYEX3T,Tucker,Y
BRACKET-WIDECLAMP,Bracket for Saddle Clamp,RPF3J4OFTWIWW6CZ5AVZ2XAR,HCQQB7VRTWAGYUL3QHZVLM3R,Tucker,Y
T-GHS-BRASS,Brass Garden Hose Splitter,P73DKH22GHHPD3ENCDFKNYNK,374MFF2C44RFAWJA6FLBSQK2,Tucker,Y
T-GHS-BRASS,Brass Garden Hose Splitter,P73DKH22GHHPD3ENCDFKNYNK,QYDNOVLQCVWMKVROYJINXPI3,Tucker,Y
T-9/10BR-CF,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,36RVSL7M67CRAZYCFTQGBKDA,GZUHFVDF3QLTZNYDIR36WA4Q,Tucker,Y
T-9/10BR-CF,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,36RVSL7M67CRAZYCFTQGBKDA,KA43PX26XN72YLQPX63TVQEM,Tucker,Y
T-1000-003,CARBON Filter Bracket,XLEPNLKP3GQABXD73TPVSLUX,JRZD7KCUVMHHMEUZ6XONTBXW,Tucker,Y
90100-CF-EXT,CF Pole Extension,IDHCWFVSRGO42EBP2MBA7ZSM,LLXJDGSX5QJ5E5CSVI23GS2V,Tucker,Y
63042,"Check Valve 1/2""",Y473GVIYTXYW6CFSAWTFLUQP,NXKPDRUMZWDDF7G2TEUQZZKA,Tucker,Y
63042,"Check Valve 1/2""",Y473GVIYTXYW6CFSAWTFLUQP,XEIBY6HSVYXKXDOISN2A3ELC,Tucker,Y
2212,Chemical Injector,WTN63U3EKKRJTUM47726XBOK,XSQ3FMTTPRST6EUIP7A3KUEG,Tools,Y
2214,Chemical Injector 3-5gpm,X5HCURR7E3VWKTYDSWZQORQY,DC3OPIFOCGOD5CWSHKMY3G2T,Tools,Y
2216,Chemical Injector 5-8gpm,GPWBXH7BOJNQYAHDFVD7NNEO,IP7MSNBE6FLS3LEXQGWRFYZE,Tools,Y
20062-SS-C,"Clamp/Hardware for 4"" SS housing",7O4XRJV4REBRZ345ASDLBLVU,22HDVKG53ULM7HI5XJMBHM6U,Tucker,Y
12021-C,Cobra Clamps,VS7BIIWUMFWVQ4LRC3SEZ7XS,TUZXSIL32ZDQ43U3ULPTPEQM,Tucker,Y
SORBO-SQ10-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""",NDDZPDODHJ6ICIJ23HYGGXPU,XJPZ5XPXJI6OGEQAS6BZPXMD,Tucker,Y
SORBO-SQ14-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""",O3BADUEHXH4XDYLVRPF6KKQR,Z4MDV5PXMSMSJCHINXXVDE4W,Tucker,Y
SORBO-SQ18-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""",QSF7A6BMYHK7F7FNU3WWIPXJ,N6SF2BNFNFEBCK3HOYHLW77J,Tucker,Y
SORBO-SQ6-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""",UMVQK77KTUS3NJ5WIOTVI4LT,7KEFIS2ETGOOL2OYG24T2LSK,Tucker,Y
SORBO-SQ10-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""",6YWS2BLAHK4J4FDVMFEQAFNP,F5OGNNK46IVIDQZ2OPYYQRJB,Tucker,Y
SORBO-SQ14-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""",YWTABUXC5NQBU6NQ4ZEMMKU2,LY4B44NIIQ7TA2J7ZFAPWE36,Tucker,Y
SORBO-SQ18-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""",OFG6SQM7DG7QBY376C4TOAUN,FOL5EUANF7WBFAPAI5JE5J2V,Tucker,Y
SORBO-SQ6-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""",CMAUYWPRMEA7DGJX44THHUN7,6Y4FNG5GOOSIN5HQ4AZ6Y22P,Tucker,Y
T-1000-004,DI Filter Bracket,5N6BHJBYTX2NZSBWBZYVDZRH,VZDWX6UWHLKZ7AUX2OZKEWKG,Tucker,Y
20066-DI,DI Insert for 30in DI Housing,LZXV6VOVVNDFJUTQPQVRGI34,XYEQK3GCWHCRLE3EVN5MB3WE,Tucker,Y
20016,DI Refill Bags 2,CQBIMGYSKKRFCSMNQX4V6ANI,2QTTUKSZDLL6UBRKRJ2NHWKE,Tucker,Y
10070-12-REMOTE,DIY Delivery Panel w/ Remote,GABLK63MYHEF57U7Y7RPYYTB,MGXCLI7MUTGKLCUUCTWFBKH4,Tucker,Y
10070-12-REMOTE,DIY Delivery Panel w/Remote,GABLK63MYHEF57U7Y7RPYYTB,COHM2GY3T7SYZUX57BOCM6R5,Tucker,Y
10070-BOOST,DIY RO BOOST PANEL,CHAV6KVG27HSDMWW2HXR53WS,DCN6XM5LKYDGYQBVVUXRVKQF,Tucker,Y
20.0033,DN-15 Ball Valve,AAUJGRV6MEHEHXXFKJFI56HT,7VULB7AYHFHVNN4SFSGO7B7H,Manatee,Y
80004-PLUS,Digital Flow Controller w/ antenna,7WOGQBXFDC3VPKWUGSO3F4ER,5WLT3VORWJEM4O45ITQO6O7T,Tucker,Y
80006-W/TEES,"Dual Probe TDS Meter DM2, 1/2 Tees",E7AIRRPOIQRZPQII3JHWD6QF,I7XOX5QUTDIP6V77LQLWE5GZ,Tucker,Y
T-SOCKET-90,"EURO Brush Socket, Black",7G63KMKWJA4ACZ4JXYCNYXT3,NFYYRSR3D7664JMKPMVMCTX5,Tucker,Y
T-SOCKET-90,Replacement Brush Socket,7G63KMKWJA4ACZ4JXYCNYXT3,LTOCTE4I73UMBF37QKTMUL6G,Tucker,Y
T-DIAL-ASSEMBLY,EZ Dial Clamp Adjuster,SVFPB2VILPTP5VHLCBUBVX5H,TC4EDQVF7OV2EXIW224DJDWI,Tucker,Y
T-DIAL-ASSEMBLY,EZ Dial Clamp Adjuster,SVFPB2VILPTP5VHLCBUBVX5H,4ZHNR4ZEGWSWB7UEAIZXCKC4,Tucker,Y
20001-E-UGK,EZ RO Conversion kit,X6E676O3DCXRT6D42Y7PYV4S,O5EH5CUK4D7OIMOMOMGCKLAO,Tucker,Y
20001-E-UGK,EZ RO Conversion kit,X6E676O3DCXRT6D42Y7PYV4S,K7KTZGEKTJZCUU3ZME66WWKC,Tucker,Y
T-5BR-CF,End Cap for 25' Tucker Carbon Fiber Pole,U7YSZR2JEUKZDA6HSUZQYKH6,KS5RRW3CCDWEIIFCIMRPZDEJ,Tucker,Y
