Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,Sorbo Swivel Fast Release - BLACK (Universal),Sorbo Swivel Fast Release - BLACK (Universal),Regular,,SORBO-1385,Sorbo Swivel Fast Release - BLACK (Universal) | Official Tucker SKU: SORBO-1385 | Category: Catalog,Tucker > Catalog,Tucker,Sorbo Swivel Fast Release - BLACK (Universal) | Catalog | AZ Cleaning Supplies,Sorbo Swivel Fast Release - BLACK (Universal). Category: Catalog. Vendor code: SORBO-1385. Available at AZ Cleaning Supplies.,sorbo-swivel-fast-release-black-universal,,Hidden,Physical,,Sorbo Swivel Fast Release - BLACK (Universal) | Catalog | AZ Cleaning Supplies,Sorbo Swivel Fast Release - BLACK (Universal). Category: Catalog. Vendor code: SORBO-1385. Available at AZ Cleaning Supplies.,N,N,N,N,36.00,,N,Y,N,Y,N,,,25.20,Tucker,SORBO-1385,N,,,N,,,Y,,,N,,36.00
,Sorbo Trad KIT,Sorbo Trad KIT,Regular,,SORBO-TRAD-KIT,Sorbo Trad KIT | Official Tucker SKU: SORBO-TRAD-KIT | Category: Catalog,Tucker > Catalog,Tucker,Sorbo Trad KIT | Catalog | AZ Cleaning Supplies,Sorbo Trad KIT. Category: Catalog. Vendor code: SORBO-TRAD-KIT. Available at AZ Cleaning Supplies.,sorbo-trad-kit,,Hidden,Physical,,Sorbo Trad KIT | Catalog | AZ Cleaning Supplies,Sorbo Trad KIT. Category: Catalog. Vendor code: SORBO-TRAD-KIT. Available at AZ Cleaning Supplies.,N,N,N,N,505.01,,N,Y,N,Y,N,,,353.51,Tucker,SORBO-TRAD-KIT,N,,,N,,,Y,,,N,,505.01
,Split Washer for Wheel Bolts,Split Washer for Wheel Bolts,Regular,,HW015,Split Washer for Wheel Bolts | Official Tucker SKU: HW015 | Category: Catalog,Tucker > Catalog,Tucker,Split Washer for Wheel Bolts | Catalog | AZ Cleaning Supplies,Split Washer for Wheel Bolts. Category: Catalog. Vendor code: HW015. Available at AZ Cleaning Supplies.,split-washer-for-wheel-bolts,,Hidden,Physical,,Split Washer for Wheel Bolts | Catalog | AZ Cleaning Supplies,Split Washer for Wheel Bolts. Category: Catalog. Vendor code: HW015. Available at AZ Cleaning Supplies.,N,N,N,N,0.25,,N,Y,N,Y,N,,,0.18,Tucker,HW015,N,,,N,,,Y,,,N,,0.25
,Spot Free 100 Gallon RO/DI Dual User,Spot Free 100 Gallon RO/DI Dual User,Regular,,T-100-PRO-DU,Spot Free 100 Gallon RO/DI Dual User | Official Tucker SKU: T-100-PRO-DU | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,Spot Free 100 Gallon RO/DI Dual User | AZ Cleaning Supplies,Spot Free 100 Gallon RO/DI Dual User. Category: Pure Water Systems. Vendor code: T-100-PRO-DU. Available at AZ Cleaning Supplies.,spot-free-100-gallon-ro-di-dual-user,,Hidden,Physical,,Spot Free 100 Gallon RO/DI Dual User | AZ Cleaning Supplies,Spot Free 100 Gallon RO/DI Dual User. Category: Pure Water Systems. Vendor code: T-100-PRO-DU. Available at AZ Cleaning Supplies.,N,N,N,N,10608.17,,N,Y,N,Y,N,,,7425.72,Tucker,T-100-PRO-DU,N,,,N,,,Y,,,N,,10608.17
,Stainless Steel Carbon/DI Filter Housing Upgrade,Stainless Steel Carbon/DI Filter Housing Upgrade,Regular,,STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR,Stainless Steel Carbon/DI Filter Housing Upgrade | Official Tucker SKU: STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,Stainless Steel Carbon/DI Filter Housing Upgrade | AZ Cleaning Supplies,Stainless Steel Carbon/DI Filter Housing Upgrade. Category: Pure Water Systems. Vendor code: STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR. Available at AZ...,stainless-steel-carbon-di-filter-housing-upgrade,,Hidden,Physical,,Stainless Steel Carbon/DI Filter Housing Upgrade | AZ Cleaning Supplies,Stainless Steel Carbon/DI Filter Housing Upgrade. Category: Pure Water Systems. Vendor code: STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR. Available at AZ...,N,N,N,N,402.10,,N,Y,N,Y,N,,,281.47,Tucker,STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR,N,,,N,,,Y,,,N,,402.10
,Standard Size Boar Bristle Brush,Standard Size Boar Bristle Brush,Regular,,T-12BB,Standard Size Boar Bristle Brush | Official Tucker SKU: T-12BB | Category: Accessories,Tucker > Accessories,Tucker,Standard Size Boar Bristle Brush | Accessories | AZ Cleaning Supplies,Standard Size Boar Bristle Brush. Category: Accessories. Vendor code: T-12BB. Available at AZ Cleaning Supplies.,standard-size-boar-bristle-brush,,Hidden,Physical,,Standard Size Boar Bristle Brush | Accessories | AZ Cleaning Supplies,Standard Size Boar Bristle Brush. Category: Accessories. Vendor code: T-12BB. Available at AZ Cleaning Supplies.,N,N,N,N,99.51,,N,Y,N,Y,N,,,69.66,Tucker,T-12BB,N,,,N,,,Y,,,N,,99.51
,Standard Size Boar Bristle Brush w/ Head,Standard Size Boar Bristle Brush w/ Head,Regular,,T-12BBH,Standard Size Boar Bristle Brush w/ Head | Official Tucker SKU: T-12BBH | Category: Accessories,Tucker > Accessories,Tucker,Standard Size Boar Bristle Brush w/ Head | Accessories | AZ Cleaning Supplies,Standard Size Boar Bristle Brush w/ Head. Category: Accessories. Vendor code: T-12BBH. Available at AZ Cleaning Supplies.,standard-size-boar-bristle-brush-w-head,,Hidden,Physical,,Standard Size Boar Bristle Brush w/ Head | Accessories | AZ Cleaning Supplies,Standard Size Boar Bristle Brush w/ Head. Category: Accessories. Vendor code: T-12BBH. Available at AZ Cleaning Supplies.,N,N,N,N,154.18,,N,Y,N,Y,N,,,107.93,Tucker,T-12BBH,N,,,N,,,Y,,,N,,154.18
,Standard Size Hybrid Brush,Standard Size Hybrid Brush,Regular,,T-12HY,Standard Size Hybrid Brush | Official Tucker SKU: T-12HY | Category: Accessories,Tucker > Accessories,Tucker,Standard Size Hybrid Brush | Accessories | AZ Cleaning Supplies,Standard Size Hybrid Brush. Category: Accessories. Vendor code: T-12HY. Available at AZ Cleaning Supplies.,standard-size-hybrid-brush,,Hidden,Physical,,Standard Size Hybrid Brush | Accessories | AZ Cleaning Supplies,Standard Size Hybrid Brush. Category: Accessories. Vendor code: T-12HY. Available at AZ Cleaning Supplies.,N,N,N,N,116.17,,N,Y,N,Y,N,,,81.32,Tucker,T-12HY,N,,,N,,,Y,,,N,,116.17
,Standard Size Hybrid Brush w/ Head,Standard Size Hybrid Brush w/ Head,Regular,,T-12HYH,Standard Size Hybrid Brush w/ Head | Official Tucker SKU: T-12HYH | Category: Accessories,Tucker > Accessories,Tucker,Standard Size Hybrid Brush w/ Head | Accessories | AZ Cleaning Supplies,Standard Size Hybrid Brush w/ Head. Category: Accessories. Vendor code: T-12HYH. Available at AZ Cleaning Supplies.,standard-size-hybrid-brush-w-head,,Hidden,Physical,,Standard Size Hybrid Brush w/ Head | Accessories | AZ Cleaning Supplies,Standard Size Hybrid Brush w/ Head. Category: Accessories. Vendor code: T-12HYH. Available at AZ Cleaning Supplies.,N,N,N,N,170.83,,N,Y,N,Y,N,,,119.59,Tucker,T-12HYH,N,,,N,,,Y,,,N,,170.83
,Standard Size Rinse Bar V2,Tucker® Over the Top Rinse Bar Small - Plastic,Regular,,T-OTT-STD-V2,The Tucker® Over the Top Rinse Bar is made of high quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow covers the entire width of the brush. Easily attaches to any of the USA Made Tucker® brushes. This one is the the smaller standard brush models. MADE IN USA *BRUSH is NOT included **Not designed for other brand brushes,Tucker > Catalog,Tucker,Tucker® Over the Top Rinse Bar Small - Plastic | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,tucker-over-the-top-rinse-bar-small-plastic,,Hidden,Physical,1.001,Tucker® Over the Top Rinse Bar Small - Plastic | AZ Cleaning Supplies,The Tucker® Over the Top Rinse Bar is made of high quality lightweight plastic and guaranteed to perform the way it should from day one. The water flow...,N,N,N,N,50.49,,N,Y,N,Y,N,,,35.34,Tucker,T-OTT-STD-V2,N,,,N,,,Y,,,N,,50.49
,Swivel Assembly,Swivel Assembly For Swiveling Gooseneck,Regular,,T-SW-ASY,Replacement Tucker® swivel assembly. Made and assembled in the USA from high impact plastics. Plastic flat plate fits Tucker® brush socket hole pattern and is easily replaced. Does not include the V1 or V2 half for attaching to your pole. Those can be found here: Click Here For V1 Click Here For V2,Tucker > Catalog,Tucker,Swivel Assembly For Swiveling Gooseneck | Catalog | AZ Cleaning Supplies,Replacement Tucker® swivel assembly. Made and assembled in the USA from high impact plastics. Plastic flat plate fits Tucker® brush socket hole pattern and...,swivel-assembly-for-swiveling-gooseneck,,Hidden,Physical,1.001,Swivel Assembly For Swiveling Gooseneck | Catalog | AZ Cleaning Supplies,Replacement Tucker® swivel assembly. Made and assembled in the USA from high impact plastics. Plastic flat plate fits Tucker® brush socket hole pattern and...,N,N,N,N,24.73,,N,Y,N,Y,N,,,17.31,Tucker,T-SW-ASY,N,,,N,,,Y,,,N,,24.73
,Swivel Gooseneck Brush Plate,Swivel Gooseneck Brush Plate,Regular,,T-SW-PL,Swivel Gooseneck Brush Plate | Official Tucker SKU: T-SW-PL | Category: Accessories,Tucker > Accessories,Tucker,Swivel Gooseneck Brush Plate | Accessories | AZ Cleaning Supplies,Swivel Gooseneck Brush Plate. Category: Accessories. Vendor code: T-SW-PL. Available at AZ Cleaning Supplies.,swivel-gooseneck-brush-plate,,Hidden,Physical,,Swivel Gooseneck Brush Plate | Accessories | AZ Cleaning Supplies,Swivel Gooseneck Brush Plate. Category: Accessories. Vendor code: T-SW-PL. Available at AZ Cleaning Supplies.,N,N,N,N,5.39,,N,Y,N,Y,N,,,3.78,Tucker,T-SW-PL,N,,,N,,,Y,,,N,,5.39
,"Swivel, Release","Swivel, Release",Regular,,92970,"Swivel, Release | Official Tucker SKU: 92970 | Category: Catalog",Tucker > Catalog,Tucker,"Swivel, Release | Catalog | AZ Cleaning Supplies","Swivel, Release. Category: Catalog. Vendor code: 92970. Available at AZ Cleaning Supplies.",swivel-release,,Hidden,Physical,,"Swivel, Release | Catalog | AZ Cleaning Supplies","Swivel, Release. Category: Catalog. Vendor code: 92970. Available at AZ Cleaning Supplies.",N,N,N,N,3.11,,N,Y,N,Y,N,,,2.18,Tucker,92970,N,,,N,,,Y,,,N,,3.11
,T1-V2 complete clamp w/ plastic euro tip,T1-V2 complete clamp w/ plastic euro tip,Regular,,T1-EURO-UGK,This is the 2 piece kit to turn your current metal euro tip into a clamp that will accept a new plastic euro tip. These T1-v2 clamps will also accept the new Tucker® carbon fiber goosenecks as well as the Tucker® ACME tip which will turn any Tucker® water fed pole into a trad pole. ***THIS REPLACES THE OLD STYLE METAL EURO TIPS ON THE TUCKER POLES***,Tucker > Water Fed Pole Parts,Tucker,T1-V2 complete clamp w/ plastic euro tip | AZ Cleaning Supplies,This is the 2 piece kit to turn your current metal euro tip into a clamp that will accept a new plastic euro tip. These T1-v2 clamps will also accept the new...,t1-v2-euro-tip-kit,,Hidden,Physical,1.001,T1-V2 complete clamp w/ plastic euro tip | AZ Cleaning Supplies,This is the 2 piece kit to turn your current metal euro tip into a clamp that will accept a new plastic euro tip. These T1-v2 clamps will also accept the new...,N,N,N,N,30.07,,N,Y,N,Y,N,,,21.05,Tucker,T1-EURO-UGK,N,,,N,,,Y,,,N,,30.07
,Tank lid,Tank lid,Regular,,TANK-LID,Tank lid | Official Tucker SKU: TANK-LID | Category: Catalog,Tucker > Catalog,Tucker,Tank lid | Catalog | AZ Cleaning Supplies,Tank lid. Category: Catalog. Vendor code: TANK-LID. Available at AZ Cleaning Supplies.,tank-lid,,Hidden,Physical,1.001,Tank lid | Catalog | AZ Cleaning Supplies,Tank lid. Category: Catalog. Vendor code: TANK-LID. Available at AZ Cleaning Supplies.,N,N,N,N,44.21,,N,Y,N,Y,N,,,30.95,Tucker,TANK-LID,N,,,N,,,Y,,,N,,44.21
,The Ultimate DIY Kit (Dual User),The ULTIMATE DIY Kit - Dual User,Regular,,T-ULTIMATE-DIY-DU,"For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your choice of one (1) or two (2) of the Tucker® 12v Delivery Panel w/Controller and Long Range Remote . Select (1) for single users, or (2) if you want a dual user setup. NOTE - Proper Deep Cycle Marine Battery necessary to power unit. The Tucker® DIY 4-Stage RO/DI Kit The perfect DIY project! The Tucker® DIY 4-Stage RO/DI Kit is a perfect option for those looking for an economical and effective way to produce pure water for window or solar panel cleaning. This kit is designed to easily mount on a skid, truck, or trailer, making it easy to transport the system wherever you need it! Our DIY kit includes everything you need to assemble your own 4-stage water purification system, including a sediment filter , carbon filter , reverse osmosis membrane , deionization filter , plus all required housings, fittings, brackets and tubing. You...",Tucker > Catalog,Tucker,The ULTIMATE DIY Kit - Dual User | Catalog | AZ Cleaning Supplies,For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your...,the-ultimate-diy-kit,,Hidden,Physical,60.001,The ULTIMATE DIY Kit - Dual User | Catalog | AZ Cleaning Supplies,For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your...,N,N,N,N,4433.80,,N,Y,N,Y,N,,,3103.66,Tucker,T-ULTIMATE-DIY-DU,N,,,N,,,Y,,,N,,4433.80
,The Ultimate DIY Kit (Single User),The ULTIMATE DIY Kit - Single User,Regular,,T-ULTIMATE-DIY-SU,"For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your choice of one (1) or two (2) of the Tucker® 12v Delivery Panel w/Controller and Long Range Remote . Select (1) for single users, or (2) if you want a dual user setup. NOTE - Proper Deep Cycle Marine Battery necessary to power unit. The Tucker® DIY 4-Stage RO/DI Kit The perfect DIY project! The Tucker® DIY 4-Stage RO/DI Kit is a perfect option for those looking for an economical and effective way to produce pure water for window or solar panel cleaning. This kit is designed to easily mount on a skid, truck, or trailer, making it easy to transport the system wherever you need it! Our DIY kit includes everything you need to assemble your own 4-stage water purification system, including a sediment filter , carbon filter , reverse osmosis membrane , deionization filter , plus all required housings, fittings, brackets and tubing. You...",Tucker > Catalog,Tucker,The ULTIMATE DIY Kit - Single User | Catalog | AZ Cleaning Supplies,For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your...,the-ultimate-diy-kit-t-ultimate-diy-su,,Hidden,Physical,60.001,The ULTIMATE DIY Kit - Single User | Catalog | AZ Cleaning Supplies,For those that want their DIY setup to be the best of the best. This kit includes: The Tucker® DIY 4-Stage RO/DI Kit The Tucker® 12v RO Booster Panel Your...,N,N,N,N,3555.36,,N,Y,N,Y,N,,,2488.76,Tucker,T-ULTIMATE-DIY-SU,N,,,N,,,Y,,,N,,3555.36
,Threaded Barrel only for clamp body,Threaded Barrel only for clamp body,Regular,,T-CLAMPBARREL-THREADED,Threaded Barrel only for clamp body | Official Tucker SKU: T-CLAMPBARREL-THREADED | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Threaded Barrel only for clamp body | AZ Cleaning Supplies,Threaded Barrel only for clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL-THREADED. Available at AZ Cleaning Supplies.,threaded-barrel-only-for-clamp-body,,Hidden,Physical,,Threaded Barrel only for clamp body | AZ Cleaning Supplies,Threaded Barrel only for clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL-THREADED. Available at AZ Cleaning Supplies.,N,N,N,N,6.15,,N,Y,N,Y,N,,,4.31,Tucker,T-CLAMPBARREL-THREADED,N,,,N,,,Y,,,N,,6.15
,Tucker 10 clamp set w/ euro tip,10 Clamp Replacement Set,Regular,,T-10PC-SET,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets at a discounted price. This set includes Clamp 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 and the euro tip for attaching water fed pole goosenecks and brushes. This set would be the correct set for replacing clamps on any 10 section Tucker® pole.",Tucker > Water Fed Pole Parts,Tucker,10 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",10-clamp-replacement-set,,Hidden,Physical,0.624,10 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",N,N,N,N,144.40,,N,Y,N,Y,N,,,101.09,Tucker,T-10PC-SET,N,,,N,,,Y,,,N,,144.40
,Tucker 3 clamp set w/ euro tip,3 Clamp Replacement Set,Regular,,T-3PC-SET,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets at a slight discount for buying sets. This set includes Clamp 1, 2, 3, and the euro tip for attaching water fed pole goosenecks and brushes. This set would be the correct set for replacing clamps on any 3 section Tucker® pole.",Tucker > Water Fed Pole Parts,Tucker,3 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",3-clamp-replacement-set,,Hidden,Physical,0.624,3 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",N,N,N,N,60.16,,N,Y,N,Y,N,,,42.11,Tucker,T-3PC-SET,N,,,N,,,Y,,,N,,60.16
,Tucker 4 Stage RO/DI Cart,Tucker 4 Stage RO/DI Cart,Regular,,T-4060,"Tucker's commercial work horse! This system will produce more water than others making your cleaning time faster! The Tucker® - 4060. Most every system on the market uses a 40"" RO Membrane that can supply 1 pole on line pressure. Using (2) 40"" RO Membranes gives you more flow and capacity, but the size and weight makes it completely impractical in a mobile application. At Tucker® we have the unique opportunity to produce 30"" RO Membranes that produce nearly the same water as the leading 40"" RO Membranes on the market and when we combine 2 of them you get the performance of 80"" or RO Membrane, but in a much more compact design. How's that? We use much lower operating pressure RO Membranes than anyone else in the market. This RO Membrane technology is ONLY available in Tucker® branded systems and all other systems simply can't compare. @60 PSI this unit produces 1.5 gallons per minute @ 70 degree water temp @80 PSI this unit produces 1.91 gallons per minute @ 70 degree water temp w/...",Tucker > Pure Water Systems,Tucker,Tucker 4 Stage RO/DI Cart | Pure Water Systems | AZ Cleaning Supplies,Tucker's commercial work horse! This system will produce more water than others making your cleaning time faster! The Tucker® - 4060. Most every system on...,tucker-4-stage-ro-di-cart,,Hidden,Physical,135,Tucker 4 Stage RO/DI Cart | Pure Water Systems | AZ Cleaning Supplies,Tucker's commercial work horse! This system will produce more water than others making your cleaning time faster! The Tucker® - 4060. Most every system on...,N,N,N,N,4400.52,,N,Y,N,Y,N,,,3080.36,Tucker,T-4060,N,,,N,,,Y,,,N,,4400.52
,Tucker 5 clamp set w/ euro tip,5 Clamp Replacement Set,Regular,,T-5PC-SET,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets at a slight discount for buying sets. This set includes Clamp 1, 2, 3, 4, 5 and the euro tip for attaching water fed pole goosenecks and brushes. This set would be the correct set for replacing clamps on any 5 section Tucker® pole.",Tucker > Water Fed Pole Parts,Tucker,5 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",5-clamp-replacement-set,,Hidden,Physical,0.624,5 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or in sets...",N,N,N,N,84.23,,N,Y,N,Y,N,,,58.96,Tucker,T-5PC-SET,N,,,N,,,Y,,,N,,84.23
,Tucker 7 clamp set w/ euro tip,7 Clamp Replacement Set,Regular,,T-7PC-SET,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a discount for buying sets. This set includes Clamp 1, 2, 3, 4, 5, 6, 7 and the euro tip for attaching water fed pole goosenecks and brushes. This set would be the correct set for replacing clamps on any 7 section Tucker® pole.",Tucker > Water Fed Pole Parts,Tucker,7 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a...",7-clamp-replacement-set,,Hidden,Physical,0.624,7 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a...",N,N,N,N,108.30,,N,Y,N,Y,N,,,75.81,Tucker,T-7PC-SET,N,,,N,,,Y,,,N,,108.30
,Tucker 9 clamp set w/ euro tip,9 Clamp Replacement Set,Regular,,T-9PC-SET,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a discount for buying sets. This set includes Clamp 1, 2, 3, 4, 5, 6, 7, 8, 9 and the euro tip for attaching water fed pole goosenecks and brushes. This set would be the correct set for replacing clamps on any 9 section Tucker® pole.",Tucker > Water Fed Pole Parts,Tucker,9 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a...",9-clamp-replacement-set,,Hidden,Physical,0.624,9 Clamp Replacement Set | Water Fed Pole Parts | AZ Cleaning Supplies,"The Tucker® V2 clamps are the culmination of 3 years of engineering work and beautiful, thoughtful design. These clamps are available individually or at a...",N,N,N,N,132.37,,N,Y,N,Y,N,,,92.66,Tucker,T-9PC-SET,N,,,N,,,Y,,,N,,132.37
,Tucker Bucket on a Belt w/ QR - Left hand,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Left hand,Regular,,T-BOAB-QR-TW-LH,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan by the incredibly talented Masahiro Takaki. Designed specifically for Tucker® with black accents and yellow stitching. These BOAB systems work seamlessly with both standard and wide-body squeegee channels and have room for 2 channels. Easily holds all sizes of mops/strip washers. The built-in removable clip system allows for the BOAB to easily be removed from your belt without the need to remove the belt to do so. Check out the great Takaki pouch as well: Click Here A multi-purpose holster featuring: detachable loop a main compartment for holding cleaning water three additional compartments for carrying different sizes of squeegees (Tools not included)",Tucker > Catalog,Tucker,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Left hand | AZ Cleaning...,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan...",tucker-boab-by-takaki-works,,Hidden,Physical,1.001,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Left hand | AZ Cleaning...,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan...",N,N,N,N,208.95,,N,Y,N,Y,N,,,146.27,Tucker,T-BOAB-QR-TW-LH,N,,,N,,,Y,,,N,,208.95
,Tucker Bucket on a Belt w/ QR - Right hand,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Right hand,Regular,,T-BOAB-QR-TW,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan by the incredibly talented Masahiro Takaki. Designed specifically for Tucker® with black accents and yellow stitching. These BOAB systems work seamlessly with both standard and wide-body squeegee channels and have room for 2 channels. Easily holds all sizes of mops/strip washers. The built-in removable clip system allows for the BOAB to easily be removed from your belt without the need to remove the belt to do so. Check out the great Takaki pouch as well: Click Here A multi-purpose holster featuring: detachable loop a main compartment for holding cleaning water three additional compartments for carrying different sizes of squeegees (Tools not included)",Tucker > Catalog,Tucker,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Right hand | AZ...,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan...",tucker-boab-by-takaki-works-t-boab-qr-tw,,Hidden,Physical,1.001,Tucker® BOAB by Takaki Works - Bucket on Belt w/ QR Right hand | AZ...,"Now available for Left-handed or Right-handed users! Pick your option to add to cart. These soft-sided bucket on a belt, BOAB, systems are handmade in Japan...",N,N,N,N,208.95,,N,Y,N,Y,N,,,146.27,Tucker,T-BOAB-QR-TW,N,,,N,,,Y,,,N,,208.95
,Tucker Dual Hose Adapter (for ADH Method),Tucker Dual Hose Adapter (for ADH Method),Regular,,T-411,Tucker Dual Hose Adapter (for ADH Method) | Official Tucker SKU: T-411 | Category: Accessories,Tucker > Accessories,Tucker,Tucker Dual Hose Adapter (for ADH Method) | Accessories | AZ Cleaning Supplies,Tucker Dual Hose Adapter (for ADH Method). Category: Accessories. Vendor code: T-411. Available at AZ Cleaning Supplies.,tucker-dual-hose-adapter-for-adh-method,,Hidden,Physical,,Tucker Dual Hose Adapter (for ADH Method) | Accessories | AZ Cleaning Supplies,Tucker Dual Hose Adapter (for ADH Method). Category: Accessories. Vendor code: T-411. Available at AZ Cleaning Supplies.,N,N,N,N,32.80,,N,Y,N,Y,N,,,22.97,Tucker,T-411,N,,,N,,,Y,,,N,,32.80
